qr_signature_mismatch,payload_tampering_score,merchant_geo_mismatch,amount_deviation,channel_risk,device_risk,is_fraud,variant_id
0.028631148725863236,0.07352362582962466,0.4274080480883465,0.2551809264702713,0.011218543921139879,0.25393844947229344,0,LEGIT
0.194276232521381,0.8397132627668192,0.41312453627652984,0.9714921274087254,0.7607226026412802,0.723903097510944,1,PM-V2
0.22981532950414907,0.22708621434192072,0.2818407204572063,0.46903656054988857,0.1978987032508899,0.18799198733587763,0,LEGIT
0.38731402794570746,0.10956379035064673,0.7638280880962434,0.15518788463840957,0.5316972503724416,0.1457889269259768,0,LEGIT
0.2517268399647109,0.6543603526983365,0.5328988060838585,0.6285507696421686,0.9612250291552754,0.9184220109321374,1,PM-V2
0.24401878242554081,0.3569864753087802,0.36259934239475167,0.3984020589711986,0.08922444340558794,0.17255763195867338,0,LEGIT
0.4157285815584552,0.3409700510218196,0.13908395279115734,0.25252087588131883,0.10321635399731402,0.40880878562253903,0,LEGIT
0.32132022700743396,0.10615043225023343,0.17129503844067484,0.3496304268884211,0.28482276355920466,0.029708253643232096,0,LEGIT
0.14741839812300356,0.14606748009275106,0.08942233150212768,0.24512446278636651,0.27031224119710656,0.07559050417314762,0,LEGIT
0.1944593868588388,0.0419104957720499,0.15620606186095604,0.46106372088116127,0.36406275130090265,0.20649984405225794,0,LEGIT
0.6807259003970401,0.9089023479905081,0.5391471655418787,0.5613198767836768,0.8214020682072132,0.5673264054873719,1,PM-V1
0.3162955210356575,0.26639044106514004,0.4462595863736369,0.11597236738641589,0.19606357008954228,0.39762806981585486,0,LEGIT
0.028393681580429087,0.16678160894361516,0.2134522568591762,0.08249867986983937,0.06073361487925485,0.37607465497920656,0,LEGIT
0.037833351816105476,0.20339141273986372,0.20605479371597718,0.3808835523395446,0.1233284774606725,0.13837576316485534,0,LEGIT
0.29629029310852123,0.16099568199061956,0.3199177029536083,0.38827795307999496,0.22029066201214095,0.48628969919312903,0,LEGIT
0.21010708611077045,0.1380351135116707,0.7001645175258888,0.5979895824014878,0.24659680907648165,0.4382960136242959,0,LEGIT
0.4196681752665384,0.7169394829823743,0.785939091209424,0.5387587769539065,0.7700329003362955,0.4073398707421089,1,PM-V1
0.8499918274678678,0.9140707227171513,0.8705204911212415,0.7408560882058525,0.6539588258426952,0.2679395984764361,1,PM-V1
0.26553747707292175,0.3392278826099544,0.17636941442347287,0.19276311523157583,0.21982163303150568,0.4641299180201815,0,LEGIT
0.019482496515051736,0.02090321265311001,0.04470069714412616,0.17428458471693645,0.15165855888100166,0.07748027858714776,0,LEGIT
0.06885521677639726,0.014717086021533139,0.08955183678778918,0.2288210044928042,0.38608845147711307,0.2776192639817806,0,LEGIT
0.15446772298749062,0.37981106994026786,0.1633122399397741,0.18880964842518605,0.2921091953812214,0.20725547170936848,0,LEGIT
0.17453157606100528,0.2180571522067213,0.18555856414144367,0.19294030630644898,0.3612698065359472,0.12036518723259132,0,LEGIT
0.2550782301643637,0.1417626638801568,0.2419718578026635,0.4009809026707638,0.1677549100674039,0.325841152494119,0,LEGIT
0.08106947752463099,0.14323033863255472,0.3370962984723712,0.09491449947685504,0.08332688099330646,0.32011489376596475,0,LEGIT
0.6253306416292533,0.8996140218772375,0.6452995501669618,0.8078191398744446,0.7693960748437394,0.36782115505413715,1,PM-V2
0.2727985315106705,0.05557500103847673,0.05411811759678528,0.552485385156773,0.2090119555842519,0.12058124777051618,0,LEGIT
0.23287108707012366,0.19763104920916538,0.34393052583027495,0.2824311377059666,0.1709665495421726,0.0935474158190023,0,LEGIT
0.2768267305610372,0.010012308068076348,0.39827717009954455,0.18989106408802886,0.1878634452777909,0.2871622568576118,0,LEGIT
0.22925143624945948,0.05782108077484305,0.6436318844182829,0.13683036328123743,0.16290838446428355,0.41815848285258456,0,LEGIT
0.02714817529576187,0.4166810197179803,0.16578892969405384,0.23065375194092205,0.18600296753755888,0.1729443150750521,0,LEGIT
0.9845386343292429,0.7724956500273155,0.6673855181613499,0.6330314529631028,0.7246777671018012,0.5304256969128864,1,PM-V1
0.0013009798076714036,0.013103917652846438,0.3039519139395676,0.09666421064904093,0.09572772502388269,0.2234345874310484,0,LEGIT
0.42037789875889625,0.08410413787780457,0.2540333553409135,0.1847540097143441,0.3573299667968141,0.16949189621469438,0,LEGIT
0.15472289059155844,0.15294842533619618,0.8299280188152065,0.34018797005264984,0.09306743805608847,0.3685057576496655,0,LEGIT
0.2782466720141727,0.7487254146736689,0.3033097722542122,0.7736458929377349,0.42477848038689375,0.9091957400181323,1,PM-V2
0.0706512744477938,0.08319652268235811,0.04876454226313024,0.06124175730379849,0.3214587967264988,0.030075004787763968,0,LEGIT
0.12061274803811214,0.07831693686300303,0.11255791721624901,0.30899445528261993,0.1986100087306948,0.4831572136059207,0,LEGIT
0.15409638883107749,0.7604335768211001,0.49027511120568484,0.8448853527522727,0.8751672398724708,0.6631896401021842,1,PM-V2
0.2257793240260941,0.23816496579055593,0.6530265345490395,0.47619499190665515,0.32591818828823166,0.12186259485183575,0,LEGIT
