social_urgency_score,voice_jitter_anomaly,beneficiary_account_mismatch,amount_deviation,channel_risk,device_risk,is_fraud,variant_id
0.34326409839050465,0.10159547239202574,0.35456403164244293,0.1925767302445204,0.1953504934489491,0.2647707059951858,0,LEGIT
0.5939957886390981,0.9170602166152113,0.6303238731119887,0.6788771269730786,0.4520568804528573,0.5796243715296885,1,SOC-V2
0.08347640940026364,0.06556293938090636,0.15780041749188703,0.03978547393218025,0.03533197591726878,0.02640546530895811,0,LEGIT
0.05347184055515709,0.11552365822815629,0.22636668424562265,0.15229162872370744,0.035374577090724564,0.1334244150058034,0,LEGIT
0.5797772495375628,0.9013809069471046,0.8819030455505203,0.8041636904552871,0.5513597047015718,0.2470177077541249,1,SOC-V2
0.16688202917128991,0.13206077220178805,0.2643947026178327,0.40054298580539494,0.36100755667810985,0.29399373377103005,0,LEGIT
0.06040607521666406,0.03613642756736789,0.02832317037240166,0.018423380952055035,0.09201874034838554,0.3441195774987035,0,LEGIT
0.24165666169893818,0.2523482368117117,0.5248466313032196,0.37838912803432184,0.09428289663873148,0.17393481707082611,0,LEGIT
0.2472571137529599,0.13256062951157768,0.10827889748989573,0.23630823543457471,0.07757579020238142,0.36416569074664773,0,LEGIT
0.7358393157587574,0.3621854883691884,0.29925431611825953,0.23434430120629773,0.6533073340599824,0.18926047439892218,0,LEGIT
0.8884945737438087,0.24426659449126165,0.787081150805161,0.8667263305258722,0.8835314845958335,0.4548848289807853,1,SOC-V1
0.6334606766780313,0.010829350082186917,0.1377499436162937,0.27321834897938346,0.7527714899221343,0.06900452710913155,0,LEGIT
0.1756873963297603,0.08788640339477803,0.349653285300392,0.17281173972233993,0.0957571972544325,0.1343086484146325,0,LEGIT
0.2088350700834467,0.1646890279653603,0.1784995240966369,0.2777476181614113,0.09518453378108863,0.09248675299341971,0,LEGIT
0.43425310779735654,0.4113634111728535,0.1779631544572989,0.09417670018774335,0.273510635879346,0.1465509228789335,0,LEGIT
0.1500243057450611,0.18032001341903336,0.6613722003549647,0.1261267275920914,0.19148711261691317,0.3512444157932652,0,LEGIT
0.7446299790497733,0.15436440579895788,0.7546640456751768,0.5532994202543967,0.7415498230578633,0.548025594491477,1,SOC-V1
0.809063462813753,0.5744954107366098,0.9712720893034555,0.7014316881035356,0.5220982655457196,0.874939298264189,1,SOC-V1
0.14957261175594141,0.08558201990449334,0.4715567462306118,0.2952926043212422,0.5639489401058952,0.19342926183609996,0,LEGIT
0.46719056727637404,0.014120971913383362,0.24925226005773318,0.44313549461562707,0.1281365749223066,0.24074037205122265,0,LEGIT
0.1170169665341201,0.3527973340344112,0.03458339347375896,0.013928809303373361,0.12309243508832862,0.4505593303824851,0,LEGIT
0.19558878384708447,0.08887821552240398,0.2519201492542263,0.2425589788985615,0.17768025693786996,0.20127583239495092,0,LEGIT
0.009850480084597754,0.39902046430524707,0.22470393521052226,0.31885288253048716,0.2953317080551663,0.42819036925586124,0,LEGIT
0.17750256124281144,0.1365133098872106,0.22222114762802173,0.13383965103282972,0.14381459961479123,0.15326410835785834,0,LEGIT
0.46444015372766717,0.03890938372836632,0.45266432235932064,0.4936418697632717,0.10175454452841187,0.16039450692376703,0,LEGIT
0.8230696894687697,0.6871189286030688,0.6128937047994742,0.6013623031171883,0.7460864865651755,0.565488252914072,1,SOC-V2
0.20418781363309085,0.06146690346937596,0.05936409882446888,0.3048188399150536,0.0594042112137051,0.1942262067259949,0,LEGIT
0.2162667717332878,0.019088644025600038,0.06069196223721137,0.4075974766374498,0.09815320350394409,0.21205806310745412,0,LEGIT
0.010400322534934394,0.06309382971712152,0.3891947768784258,0.5782075285906141,0.2209166784641519,0.26939193733119826,0,LEGIT
0.05646544036787381,0.4963403797047859,0.1938219984561294,0.09386014152775007,0.12495619919133631,0.6587428128059252,0,LEGIT
0.7304963621650465,0.0851357240354484,0.11244798714750372,0.5369357800411978,0.6291228679851478,0.40069690965611154,0,LEGIT
0.5681500569526673,0.7104350275068165,0.844573596671103,0.7153234665702094,0.9448329278633212,0.5292774100847252,1,SOC-V2
0.2388016295616203,0.08408072857397675,0.17815522912649262,0.32263807837740127,0.2293590469353025,0.05054362084288246,0,LEGIT
0.20216317108652687,0.04399579796547175,0.3745657418171215,0.32191345222841666,0.27412219023888695,0.011887185976898957,0,LEGIT
0.19340136301862468,0.10990295773202986,0.16622807860116368,0.2738004786806869,0.2217616618730237,0.651974195640623,0,LEGIT
0.3982084556959004,0.6250584508209692,0.5234021563408784,0.7550137526290412,0.7843569614139818,0.4943730322466895,1,SOC-V2
0.04511249374235078,0.11317799461074497,0.4432297915521194,0.14044875242406005,0.09994998744391377,0.07584715217790026,0,LEGIT
0.012138260678955397,0.11562995628254065,0.03955010002777345,0.35543339882372116,0.5537901165139658,0.23041253905408918,0,LEGIT
0.7300366967211271,0.04653866233052106,0.4291277289733336,0.854245120978261,0.6949294202193005,0.9362834794129656,1,SOC-V3
0.28406524841671393,0.34504137480309577,0.28322474910701056,0.3660151162097378,0.17741553895262838,0.13646689775748008,0,LEGIT
0.1448495920676738,0.28791939975011216,0.08554057539270038,0.4048501214210223,0.21023929033793765,0.025109260237387705,0,LEGIT
0.045076913098622856,0.10132155846126108,0.31071553406559005,0.3984020589711986,0.13651715591318977,0.328031510377684,0,LEGIT
0.24248528884071327,0.12247240072422999,0.06499232144063585,0.013755803625902402,0.3565584655024197,0.24952250494452244,0,LEGIT
0.2658262292999077,0.03605528785566235,0.05634020810704603,0.22382180703601698,0.05622081114751944,0.13941654478652657,0,LEGIT
0.26316407696140204,0.23820908650574066,0.1421514167602503,0.1506554795803441,0.04454349074894915,0.15753070181358186,0,LEGIT
0.2572145277705929,0.05035415271720923,0.057293992021799675,0.4078009423928248,0.4025800680843036,0.14241465990611932,0,LEGIT
0.714964077880948,0.10441219441362223,0.726465415320938,0.7222640289744174,0.7265798548042148,0.5706684065209673,1,SOC-V3
0.13393353111954118,0.07974043396162327,0.23841976852670715,0.14607380150716726,0.06675220755033474,0.04682348188003812,0,LEGIT
0.3872672803680234,0.23329442061436909,0.39315468190703207,0.12416782260257826,0.09126700549079722,0.1717332366514218,0,LEGIT
0.19645785281030897,0.07250628649479943,0.2399280478197986,0.5467338238204119,0.5444313524928966,0.14985363593542433,0,LEGIT
0.08386344953049879,0.13519911409536736,0.1086237655997113,0.330162369487875,0.18255070266545537,0.20482803183591208,0,LEGIT
0.5885933003583784,0.8431718810827523,0.7885209312849839,0.4971939198634287,0.7225791917700787,0.5517075949008139,1,SOC-V2
0.7746062942916287,0.22531402194050976,0.04765854981717915,0.09106110123610606,0.7053989577269064,0.3744829733448437,0,LEGIT
0.09239255289502173,0.20336878191363356,0.04056750389570934,0.5053063700650088,0.5551335699828922,0.3282855107591798,0,LEGIT
0.5662740865928841,0.08941363557430368,0.26610732874894055,0.010434458518128367,0.19799984632246284,0.1339620160082387,0,LEGIT
0.08135736554459264,0.05526638269491372,0.4568140409590771,0.5084612266195806,0.11058062800071343,0.1547091176888229,0,LEGIT
0.40450895845591056,0.2909535272587724,0.10091921143622586,0.6145250283878467,0.15248197224809704,0.06142840008874748,0,LEGIT
0.37759141125898377,0.2017340659204001,0.20101278317140645,0.11283403656618127,0.5689134188755653,0.14777825333650577,0,LEGIT
0.8487292061132201,0.6027681497728518,0.7985920698221013,0.3484480592862274,0.5418581784513832,0.4513675499970151,1,SOC-V1
0.13459223085846425,0.34930166983736094,0.142077808486011,0.16205498548272787,0.11056164516875769,0.17811232011236003,0,LEGIT
0.3036377730525792,0.0743058871686843,0.35957933986297813,0.2795297576582271,0.24074164845929058,0.40215893554356397,0,LEGIT
0.7390567659723309,0.2478616312833968,0.9216599978953619,0.6278533747196974,0.8275782611755395,0.5862959194941841,1,SOC-V1
0.21602835010736535,0.095298845643141,0.05517707083550617,0.24558162400164268,0.13194738066109069,0.1692984219112798,0,LEGIT
0.22818454166526927,0.2105325559117316,0.23128159150042968,0.46786455646751585,0.12111297453961811,0.1689818279709576,0,LEGIT
0.30241314617861725,0.0675181956085466,0.15084456054317708,0.429749085842889,0.2952294123801179,0.058112233013526304,0,LEGIT
0.8327239118692221,0.16552799491024184,0.7848280355233948,0.5356917702334245,0.6574078441002892,0.8745938070743309,1,SOC-V1
0.6853876648351852,0.05609421551279883,0.26147565870701855,0.06960069282826868,0.7789803649165692,0.1440388855568236,0,LEGIT
0.15270635572580143,0.19150227414628515,0.3967030497777327,0.22077529723521852,0.09428381740953208,0.03096493083722656,0,LEGIT
0.07360237108301135,0.23053128823638797,0.19275973759995763,0.15616240963286537,0.4019160800676184,0.03725483808705455,0,LEGIT
0.2173615252222084,0.09284843817001838,0.13787468044701423,0.1460697606831312,0.014123055708872572,0.04796263913250034,0,LEGIT
0.4990490289243441,0.10381499996466512,0.08016393211567104,0.3550996470111973,0.0723401182617462,0.16437802011090655,0,LEGIT
0.6610293180352947,0.9531683892322258,0.6892815403975104,0.7150008014984944,0.7755385231067426,0.6721186250075994,1,SOC-V2
0.21215523994782887,0.0557042940654782,0.09549469427923941,0.2527359955730506,0.22313372024839337,0.08056375597843969,0,LEGIT
0.4218455505176019,0.13897292676782866,0.0987520506218575,0.0791522115930438,0.04434112682890749,0.2695167082364937,0,LEGIT
0.29614508159544606,0.1612487330065666,0.0892256599649,0.4296739171461385,0.13090611902395324,0.11244829654134167,0,LEGIT
0.08145008936726061,0.03094045786552557,0.07552048237577277,0.2147697162375257,0.46265252518497885,0.22827252557720726,0,LEGIT
0.162535284302497,0.5213676583594397,0.10204197897165257,0.3916583569356862,0.06209291476990784,0.11049891517795225,0,LEGIT
0.7951374937218791,0.17300713355241765,0.1183429287768484,0.19760563061599143,0.7049546642112783,0.12612267902034296,0,LEGIT
0.3246407380219834,0.8404890936114032,0.945951967323591,0.6309304915581536,0.750992163148943,0.3000684763406941,1,SOC-V2
0.1379692451149651,0.3917593747434546,0.015329552508495296,0.647489974065973,0.14337973721736683,0.32020069806209694,0,LEGIT
0.1371094046885894,0.0696024509599579,0.4012792722652377,0.23344169324603523,0.25942784799689483,0.1539272034870954,0,LEGIT
0.11839455544374092,0.026892577621777245,0.21563222212911237,0.2479224834215932,0.3064782649677373,0.2609023237556112,0,LEGIT
0.4741730032737994,0.2674863972995467,0.06042404326835671,0.02914490718742242,0.2978641978571128,0.2314499715986106,0,LEGIT
0.7448638692858911,0.04722801307751104,0.3684301142958264,0.4242311852221306,0.9230132132398705,0.7286614799953338,1,SOC-V3
0.12609205319043673,0.37866678417157457,0.0952683601301735,0.4856833853438108,0.1329111015327672,0.31163857017419677,0,LEGIT
0.3124909661744252,0.1405683617418811,0.16488624991162348,0.4907207129686013,0.10444707897639786,0.23414023913169343,0,LEGIT
0.2232241995749589,0.3369161821935715,0.09358504003114823,0.3241581175946236,0.07544758406345756,0.03554432923448516,0,LEGIT
0.1445078039801611,0.08228304210757849,0.2690542490110093,0.2657417151729614,0.22854426795036828,0.06840217938530349,0,LEGIT
0.7381708992694426,0.2560934275107639,0.735160013036888,0.32537773098728584,0.22836091789410673,0.6926595965456154,1,SOC-V1
0.2926415686592136,0.14232128100180502,0.025267006397342823,0.22784225712561224,0.23056774566408528,0.13680633665168132,0,LEGIT
0.23923081377434868,0.43923089537242016,0.35644017782352205,0.6278948738582758,0.06603406091206636,0.21741938546181563,0,LEGIT
0.3129207577053145,0.0343922007842705,0.12557779276852687,0.27435920377428313,0.18157794644183287,0.053319683206722576,0,LEGIT
0.17883479531130367,0.061582475713958154,0.11004472091258338,0.18170786146078277,0.09097718705293338,0.11177995404469605,0,LEGIT
0.4830590171743311,0.158376140905677,0.06167597359884097,0.5424945520997356,0.11199646845920277,0.32377931634896806,0,LEGIT
0.11960140068514734,0.261475349583999,0.18565786138852966,0.6078587343973368,0.08795482990534835,0.04625420798421467,0,LEGIT
0.29985339966926927,0.04974460372043923,0.336132434447212,0.5958127141442408,0.06405692997050327,0.1661317312421177,0,LEGIT
0.2639267746648431,0.09583608118663335,0.30425381803163526,0.2533855061284158,0.09593954913335176,0.10168480643504417,0,LEGIT
0.020035485727674263,0.11384837526818818,0.22869957489645845,0.3586687821333444,0.16630151300766535,0.19835051605593165,0,LEGIT
0.33962046850449884,0.011642221878712881,0.3353088462384977,0.14712302417749157,0.3294934002050771,0.40462287838906186,0,LEGIT
0.6026537808093613,0.41854971935196644,0.622295661417043,0.6346370263014132,0.6397814250846234,0.6482901857729896,1,SOC-V3
0.2804189968801101,0.1588847091263339,0.4463757150382116,0.4610796773436439,0.1882111806349581,0.10657383672287517,0,LEGIT
0.8725915287699991,0.5839736647031236,0.7524230427685971,0.8771299903500263,0.8575098979890025,0.4085807761301609,1,SOC-V2
0.21069300305733893,0.1758142821787073,0.2740453747578926,0.1421151273739884,0.13222516435734233,0.45368750889910187,0,LEGIT
0.12047312430789528,0.25833165837679406,0.33512531952300556,0.31488123872371526,0.02892980579321261,0.1994605125231321,0,LEGIT
0.42666081394689526,0.6514900607177202,0.6996301824320397,0.6039987312756478,0.836104232616405,0.7459083708890711,1,SOC-V2
0.44829112118170267,0.06051852729778273,0.0960522531553896,0.029982537909190136,0.27586895949902424,0.125499324912389,0,LEGIT
0.22726701664348944,0.007233732580272361,0.4126916683467605,0.2018824883305966,0.3323830963780343,0.047750086373783376,0,LEGIT
0.2003024705900924,0.20816926804517033,0.07390323578330885,0.2967011796203278,0.29309739688652325,0.11109652841618234,0,LEGIT
0.11833316764269394,0.18784811935425033,0.06179845256118015,0.20200060893258068,0.13429319777627216,0.13022045921301076,0,LEGIT
0.021495269828748092,0.25600748277894025,0.11434338034154434,0.6545101945668644,0.24009824228253765,0.1437051577463063,0,LEGIT
0.10008489743178368,0.19941136933010298,0.0769116182247086,0.43527494766097763,0.03739083486554603,0.3370646768071165,0,LEGIT
0.07648550816152781,0.025844660187129526,0.16421231894560506,0.6251707288810918,0.14542816112251405,0.09178332414855338,0,LEGIT
0.19818266203993515,0.28844384097590897,0.25590555074186405,0.23792374567451094,0.2999178160755765,0.11626769528398959,0,LEGIT
0.1810912186663001,0.6957984348468138,0.3337131102077973,0.2648332129835598,0.10829179352858456,0.22366773101201254,0,LEGIT
0.31789330680412836,0.05246937917996526,0.2697561175492757,0.09778380029650677,0.5411685792489409,0.27654299397041504,0,LEGIT
0.27327781883645985,0.17622709144357745,0.22753078978146662,0.055704935914708334,0.07245620499569892,0.054035015032048446,0,LEGIT
0.2273058750574578,0.5853408636907291,0.07278185229956739,0.16501870726765372,0.0627639713039917,0.35283572404636304,0,LEGIT
0.7801450404747151,0.2848136561551368,0.5147459460437864,0.2750429305219727,0.7561367507647011,0.0749588799631541,0,LEGIT
0.8959042245919904,0.039808156998027144,0.9416133153744916,0.7338393236031487,0.5106284774294969,0.5690032294815339,1,SOC-V1
0.44982261371876314,0.3519669076939257,0.45597866657782266,0.24696632595982107,0.28612085832643175,0.2125420411498739,0,LEGIT
0.7753121611865352,0.16854489177073004,0.16080084136409434,0.05877681621135438,0.5919088717126286,0.15457276114709487,0,LEGIT
0.11940181412508175,0.6398542208732471,0.13188747246122395,0.29800340803180236,0.16556035948248773,0.4393322349854149,0,LEGIT
0.4191881751765121,0.22717701333979626,0.004402552372167824,0.1422211822196569,0.5247290416331256,0.2789493401209904,0,LEGIT
0.8147586018924619,0.15388913429302378,0.43788024834557704,0.5288598152984196,0.9942687506721702,0.74103279558355,1,SOC-V3
0.23827085914738858,0.4892456757221338,0.20055134950606143,0.2910750037395667,0.6428856420989775,0.2701183739506407,0,LEGIT
0.2779202089243062,0.10299369456863125,0.16336020124229808,0.10171380568652058,0.07603428326239231,0.13831553668607846,0,LEGIT
0.3990906016200988,0.32112305374325417,0.9014056583580683,0.4400446441747083,0.9071422790323281,0.7027966845542435,1,SOC-V1
0.26194254637696734,0.12208319544958385,0.32125081012838547,0.012767223826506994,0.2693937621853494,0.11006751884488387,0,LEGIT
0.5496586540345686,0.8295330750542222,0.9260160021834914,0.7436697827917718,0.8278709489386666,0.8419603142857136,1,SOC-V2
0.21698030756567574,0.13547044990146917,0.05940611038996691,0.6330067538494715,0.6800050711880186,0.43414116275266024,0,LEGIT
0.35168389163041863,0.06687659332582702,0.011489573542168216,0.4247063354501786,0.2517415682135598,0.5593885385467813,0,LEGIT
0.28705261134904575,0.18008525780354176,0.06269988367492267,0.4422512399330528,0.3951612655682179,0.2526194670704693,0,LEGIT
0.2850479883833483,0.21548726630578843,0.30688673872773564,0.5914492558683586,0.1849639357904479,0.4745791509748866,0,LEGIT
0.7427767281477868,0.8947238831246784,0.4456414564567193,0.6311830879205225,0.8717260756602639,0.6478715245892547,1,SOC-V2
0.18129207094755037,0.2762285539654723,0.3545214121382684,0.4279081985344925,0.6359346079059994,0.14645324861689196,0,LEGIT
0.296336709799512,0.5021323974631849,0.13419829936593206,0.023358215712668638,0.052153368382063456,0.3812714380480193,0,LEGIT
0.16258409294761525,0.15891819996400855,0.04265196805201682,0.1811378416158835,0.06040581042087609,0.36078064314462827,0,LEGIT
0.7374835819976261,0.2834667052107455,0.6562797194839668,0.6839600348152196,0.9510784503831343,0.9511332871487136,1,SOC-V3
0.12867379857324157,0.23458316322208847,0.31383079596958946,0.16534959752291237,0.04829426443026988,0.22254374230744478,0,LEGIT
0.3007986815074478,0.11736624811662466,0.12490945119168166,0.24244868097350886,0.26072110310114355,0.01446195697333744,0,LEGIT
0.24997883084362627,0.4317978219741418,0.4955467223728028,0.5517984746361433,0.2608508628275596,0.09377006090919775,0,LEGIT
0.09802362648422892,0.026250178606983955,0.2228475855540472,0.2570866479656346,0.14800047526959909,0.21887665654555472,0,LEGIT
