inter_arrival_velocity,micro_amount_clustering,bot_subnet_entropy,amount_deviation,channel_risk,device_risk,is_fraud,variant_id
0.1676382698698311,0.1556601089841133,0.2696457261272427,0.12272788081165123,0.01906191391989986,0.16320354043611274,0,LEGIT
0.9856553128193506,0.7690519433940726,0.8661236738143551,0.33885695699585205,0.8100371033236813,0.418781921902523,1,TB-V1
0.2969444901550543,0.27811752738481915,0.2346494057907276,0.05603901788402473,0.07616031791364357,0.017387855506166727,0,LEGIT
0.10749615319811877,0.10873658388632233,0.12854851601522843,0.05940179090259785,0.4860345162234792,0.007239058314976417,0,LEGIT
0.771881286564982,0.39435882845740233,0.7126453272266959,0.599406498427044,0.8862259511805528,0.9450490294057642,1,TB-V2
0.21038213699608757,0.3551542659119425,0.1320653460380693,0.3146406990489639,0.02128377962895938,0.30303009155374616,0,LEGIT
0.05685233126562351,0.3723745048273462,0.2363797182250115,0.11514333555537787,0.12832799198456757,0.45084176118045505,0,LEGIT
0.26585482661464443,0.18336039394253345,0.3970647746865907,0.14078031694755616,0.0654701124906663,0.34689388508884794,0,LEGIT
0.3202440815445291,0.040983706215717744,0.012969488603384286,0.10873309746976931,0.19650546547754733,0.1556010363313668,0,LEGIT
0.7616245415652924,0.670361501031449,0.0951339410306523,0.3232388881569478,0.18819947630847073,0.18540786138478677,0,LEGIT
0.8267147457815471,0.9535323349353566,0.81916579202053,0.49983862628209813,0.8045313287401304,0.7383019659799986,1,TB-V1
0.22032501235544988,0.07686235659548779,0.4494601487605837,0.06184644971938569,0.1969801749163879,0.1504187212565804,0,LEGIT
0.1185832170390996,0.12104263587444752,0.13810686184254384,0.36102958126784324,0.17576356220992523,0.018091586263501,0,LEGIT
0.21452961603197998,0.0085111132765387,0.013907377500809746,0.33793151732462845,0.23580709100159108,0.11294139056784279,0,LEGIT
0.14207559878788892,0.11291325884898266,0.041068561077947735,0.35858117212292523,0.152164520400098,0.20349581705596867,0,LEGIT
0.22373815939811525,0.6397635051367724,0.24996819790377883,0.48266340019168075,0.09736503440223945,0.2676540620953066,0,LEGIT
0.8299810873896604,0.7667292018952431,0.5864859169427321,0.1832583045770579,0.8932776795265498,0.8128648989536137,1,TB-V1
0.7008524752520945,0.5058380007890687,0.9392339479928371,0.12147372542747253,0.901374672016841,0.4896042957010264,1,TB-V1
0.6748790948962701,0.7701297774246263,0.12344892111848206,0.17281173972233993,0.2320793707356937,0.04159925683152001,0,LEGIT
0.06000489313874124,0.19616791251240792,0.22065258882583433,0.048648064115340235,0.26818272604537835,0.26321045039332264,0,LEGIT
0.318640234103828,0.20625127986052327,0.15250982466804416,0.4988848900559856,0.30565878241817146,0.13420687607712153,0,LEGIT
0.25118033778246635,0.20903808245779126,0.18471697414301314,0.08821368805785335,0.2192454659018953,0.21269549181039585,0,LEGIT
0.4404316142806636,0.24134341249231203,0.25820548221254186,0.18216571305150397,0.11004429323223194,0.13398504490699154,0,LEGIT
0.020999214142062045,0.10986107916320527,0.32208946045962145,0.20637097084243294,0.2956745503218341,0.47061149008824893,0,LEGIT
0.216751852443918,0.24093798214205414,0.05854581834831212,0.08527127425332978,0.07778112579810757,0.018424444691518313,0,LEGIT
0.7799215638294626,0.8020489819516418,0.6726795149375214,0.715945225779387,0.752729033119082,0.8231141561380056,1,TB-V2
0.10615618815408442,0.1319789744980679,0.46316056334914973,0.5447456214625445,0.21858321381642454,0.17449006695210534,0,LEGIT
0.5669867804996125,0.7580290061757762,0.1382790001701639,0.5227232997695298,0.08068862499867832,0.08079885818485995,0,LEGIT
0.241815050043827,0.05361117642870106,0.20718859366394068,0.585416556064924,0.2485394614081312,0.2711868288001571,0,LEGIT
0.23951401565051988,0.05072645715693505,0.07281868744047656,0.18120711131908307,0.05569992630576302,0.1827735100967408,0,LEGIT
0.06253327275168502,0.1707549833420683,0.17971411989943875,0.18998950256459757,0.6059680367853492,0.536280998741403,0,LEGIT
0.3560890908780422,0.44382135876731443,0.6686787674339673,0.3435956046360772,0.9192547532605473,0.6803878978123741,1,TB-V1
0.29204874460609953,0.07862573544545605,0.03627752509081841,0.17881304664331063,0.16965565421189338,0.05569064843391292,0,LEGIT
0.043184338925451704,0.3240407034580103,0.3494870729984065,0.19742199473184913,0.1646743104098883,0.04098589742158952,0,LEGIT
0.7653281593355782,0.705587058286233,0.3516612735050271,0.3914266646512627,0.1984231710843477,0.17798493917421582,0,LEGIT
0.65726751127707,0.25911873702900556,0.9353472734284234,0.8432469624859934,0.6069683536134679,0.45813847653062156,1,TB-V2
0.21420212810798006,0.13819408413883186,0.037205438722189975,0.29254727664708663,0.1105269131769629,0.12389174128159054,0,LEGIT
0.13461459081565327,0.07452470112299013,0.17391289345501806,0.24258191717521602,0.05400389646156139,0.19280013482535713,0,LEGIT
0.8129874070282632,0.4992854349589837,0.7811572501341683,0.7738701057463223,0.7784871886369149,0.6495656199035289,1,TB-V2
0.23310890005872648,0.04388454649680602,0.09594509074472171,0.11599061996605983,0.47084421428734274,0.03857426646964448,0,LEGIT
0.20174533977737705,0.023851689102408598,0.05048127767405877,0.2878485248413744,0.2052675583923013,0.15538082944220769,0,LEGIT
0.2596206471165534,0.1910964975060067,0.15478614892757747,0.2589185592938541,0.04410174685599079,0.13290058325933307,0,LEGIT
0.4568871556494666,0.009958505606463827,0.14633588314194462,0.03647086347956715,0.3690450872299042,0.4031230499504969,0,LEGIT
0.2459222292014367,0.10553529039413714,0.09875411917337727,0.22980711270351722,0.32459170212822075,0.13551766058923698,0,LEGIT
0.22145303709251205,0.22468222806556556,0.13267399904071722,0.12474047441040889,0.3436218027436124,0.1379330741269358,0,LEGIT
0.22813192540339514,0.47749815202680024,0.4727303606778356,0.405305796297785,0.032086503995644326,0.2921616058246604,0,LEGIT
0.7906953495426992,0.4224167275513371,0.9408084326553232,0.8175505860572131,0.6708551330910648,0.8616954752838292,1,TB-V2
0.15988872141577942,0.03802988061654579,0.1190901840701502,0.25077272536076306,0.32334154835982126,0.393657975460724,0,LEGIT
0.2621920686183821,0.018900356976516982,0.07512292360737652,0.21000236110521536,0.34162190375358353,0.25155727845812487,0,LEGIT
0.33615985401457393,0.037203777652917165,0.17870188681086824,0.10193673489605465,0.25147861245258635,0.48168762643401736,0,LEGIT
0.25902231503939355,0.28831090222661765,0.13513417748728185,0.12645570823737515,0.0038196322774565355,0.2668028233343418,0,LEGIT
0.9561955942076192,0.6979961214586275,0.6435464895152812,0.034535205073063256,0.7444955345842941,0.7765816615918012,1,TB-V1
0.30847254918494676,0.21608006048935188,0.1806133521340252,0.4598737504880051,0.34034435581583655,0.14451886874597372,0,LEGIT
0.11814538341692227,0.029538201872690368,0.05701250582458841,0.10363158790517593,0.09107118230817364,0.4692538718847398,0,LEGIT
0.14184978948901672,0.18500325713031035,0.1089028191057641,0.05316270118498703,0.3894543358104293,0.09080697685246744,0,LEGIT
0.04189363762685686,0.22031179562310416,0.13887436732233846,0.16696585966285216,0.3368167893086242,0.09236170214293403,0,LEGIT
0.19518217442556035,0.29357705533328937,0.05492337356844349,0.2818922327671226,0.3194932674895161,0.05153793953461581,0,LEGIT
0.36385042976986093,0.31436084221997584,0.32506602522970734,0.2753097270270475,0.5199448163768546,0.2288495657639208,0,LEGIT
0.6313487174466675,0.6655988925144579,0.6001001085033699,0.26066102491382587,0.7735726399814731,0.7461154866930174,1,TB-V1
0.1592069258645862,0.1840316077339478,0.03387142898794991,0.09905570113759994,0.2140372059543146,0.01617871440541143,0,LEGIT
0.0390986743716812,0.27117623569935734,0.09438083566142753,0.11761352799495373,0.23552266845536768,0.2702016383165151,0,LEGIT
0.8215030702057317,0.7542689387846976,0.53163637115151,0.13844278956211897,0.8347980594981915,0.7172314574381378,1,TB-V1
0.2263891706535571,0.250249677707493,0.40979791326417664,0.3913166911459462,0.018482666656913154,0.14302883490906138,0,LEGIT
0.2618300771180211,0.6041959570065378,0.13342344773527087,0.6711506652973326,0.35379443550258216,0.10198430997551372,0,LEGIT
0.04724764360542058,0.2646185550456587,0.21740502955958277,0.3763902356069071,0.19478292112798998,0.2545107168768816,0,LEGIT
0.8421461019309839,0.8216540721299704,0.7977047289931031,0.5016516463466845,0.9118692219624899,0.6382540141595678,1,TB-V1
0.17230241486075365,0.26639044106514004,0.24636718025773352,0.031568818355090324,0.33377839666263875,0.18860519503603007,0,LEGIT
0.17005740621527385,0.09887195289871603,0.13758606290467928,0.1377225246485597,0.09372882481006971,0.37034371399338073,0,LEGIT
0.6238990219153904,0.5858581879576163,0.07463945326529646,0.4463183158028313,0.1353779293068147,0.4652599722879454,0,LEGIT
0.12172475227101896,0.10232508761137703,0.06055154571672719,0.25013580857516965,0.11241700270723524,0.2523601489536479,0,LEGIT
0.1642164603473929,0.013184489078925294,0.10197121660621508,0.024044075819708112,0.08938840225624702,0.1564077212314079,0,LEGIT
0.8025720670679186,0.7335642005078817,0.6387555268668577,0.2622779310477268,0.7787814174511773,0.8889831736646018,1,TB-V1
0.06658310672342051,0.07615267907119251,0.42303472889705906,0.4887373677627316,0.3948795301145996,0.3341923038359921,0,LEGIT
